freq_hz,s11_re,s11_im,s21_re,s21_im,s21_db
466190000.0,-0.9994910431125577,-0.0318080538236983,-7.727776043634627e-05,0.002428266432647328,-52.2896770375647
466312500.0,-0.9994913847355961,-0.03179751939440965,-7.716802906678876e-05,0.0024256225547846194,-52.29914223273484
466435000.0,-0.9994917259618662,-0.03178699340808142,-7.705850631993519e-05,0.0024229828374448983,-52.308602829297534
466557500.0,-0.9994920667920816,-0.03177647585240393,-7.694919168780529e-05,0.002420347271839027,-52.31805883253318
466680000.0,-0.999492407226953,-0.03176596671509504,-7.684008466394922e-05,0.002417715849201528,-52.32751024771241
466802500.0,-0.9994927472671897,-0.03175546598390012,-7.673118474344229e-05,0.0024150885607905127,-52.33695708009607
466925000.0,-0.9994930869134987,-0.03174497364659183,-7.662249142287906e-05,0.002412465397887598,-52.3463993349353
467047500.0,-0.9994934261665864,-0.031734489690970286,-7.651400420036833e-05,0.002409846351797835,-52.355837017471494
467170000.0,-0.9994937650271563,-0.03172401410486272,-7.640572257552731e-05,0.002407231413849627,-52.36527013293636
467292500.0,-0.9994941034959102,-0.031713546876123516,-7.629764604947614e-05,0.002404620575394653,-52.374698686551966
467415000.0,-0.999494441573549,-0.03170308799263423,-7.6189774124833e-05,0.0024020138278077986,-52.3841226835307
467537500.0,-0.9994947792607709,-0.031692637442303224,-7.608210630570772e-05,0.0023994111624870643,-52.393542129075364
467660000.0,-0.9994951165582725,-0.0316821952130659,-7.597464209769736e-05,0.002396812570853504,-52.40295702837918
467782500.0,-0.9994954534667494,-0.031671761292884404,-7.586738100788029e-05,0.002394218044351144,-52.41236738662575
